# Tests d'attentes sur macbookpro DATE: 2016-02-10 HEURE: 20:16:04
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 1 threads.
  #_CHRONO_#   soit 10000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
1 282  #_CHRONO_#  282 ms.  pour 1  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 2 threads.
  #_CHRONO_#   soit 5000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
2 637  #_CHRONO_#  637 ms.  pour 2  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999999 actions avec 3 threads.
  #_CHRONO_#   soit 3333333 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
3 696  #_CHRONO_#  696 ms.  pour 3  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 4 threads.
  #_CHRONO_#   soit 2500000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
4 730  #_CHRONO_#  730 ms.  pour 4  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 5 threads.
  #_CHRONO_#   soit 2000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
5 771  #_CHRONO_#  771 ms.  pour 5  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999996 actions avec 6 threads.
  #_CHRONO_#   soit 1666666 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
6 717  #_CHRONO_#  717 ms.  pour 6  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999997 actions avec 7 threads.
  #_CHRONO_#   soit 1428571 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
7 717  #_CHRONO_#  717 ms.  pour 7  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 8 threads.
  #_CHRONO_#   soit 1250000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
8 715  #_CHRONO_#  715 ms.  pour 8  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999999 actions avec 9 threads.
  #_CHRONO_#   soit 1111111 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
9 749  #_CHRONO_#  749 ms.  pour 9  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 10 threads.
  #_CHRONO_#   soit 1000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
10 721  #_CHRONO_#  721 ms.  pour 10  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 11 threads.
  #_CHRONO_#   soit 909090 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
11 707  #_CHRONO_#  707 ms.  pour 11  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999996 actions avec 12 threads.
  #_CHRONO_#   soit 833333 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
12 703  #_CHRONO_#  703 ms.  pour 12  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 13 threads.
  #_CHRONO_#   soit 769230 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
13 702  #_CHRONO_#  702 ms.  pour 13  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 14 threads.
  #_CHRONO_#   soit 714285 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
14 723  #_CHRONO_#  723 ms.  pour 14  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 15 threads.
  #_CHRONO_#   soit 666666 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
15 718  #_CHRONO_#  718 ms.  pour 15  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 16 threads.
  #_CHRONO_#   soit 625000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
16 720  #_CHRONO_#  720 ms.  pour 16  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999995 actions avec 17 threads.
  #_CHRONO_#   soit 588235 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
17 690  #_CHRONO_#  690 ms.  pour 17  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 18 threads.
  #_CHRONO_#   soit 555555 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
18 762  #_CHRONO_#  762 ms.  pour 18  threads
  #_CHRONO_#   Date du test : 10/02/16 20:17 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999985 actions avec 19 threads.
  #_CHRONO_#   soit 526315 actions par thread.
  #_CHRONO_#   Mode d'action adopté: S
  #_CHRONO_#   Taille du tableau: 10
19 763  #_CHRONO_#  763 ms.  pour 19  threads
