# Tests d'attentes sur macbookpro DATE: 2016-02-10 HEURE: 20:16:04
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 1 threads.
  #_CHRONO_#   soit 10000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
1 193  #_CHRONO_#  193 ms.  pour 1  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 2 threads.
  #_CHRONO_#   soit 5000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
2 133  #_CHRONO_#  133 ms.  pour 2  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999999 actions avec 3 threads.
  #_CHRONO_#   soit 3333333 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
3 111  #_CHRONO_#  111 ms.  pour 3  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 4 threads.
  #_CHRONO_#   soit 2500000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
4 119  #_CHRONO_#  119 ms.  pour 4  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 5 threads.
  #_CHRONO_#   soit 2000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
5 137  #_CHRONO_#  137 ms.  pour 5  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999996 actions avec 6 threads.
  #_CHRONO_#   soit 1666666 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
6 149  #_CHRONO_#  149 ms.  pour 6  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999997 actions avec 7 threads.
  #_CHRONO_#   soit 1428571 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
7 151  #_CHRONO_#  151 ms.  pour 7  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 8 threads.
  #_CHRONO_#   soit 1250000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
8 334  #_CHRONO_#  334 ms.  pour 8  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999999 actions avec 9 threads.
