# Tests d'attentes sur macbookpro DATE: 2016-01-30 HEURE: 03:05:06
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 100000 actions avec 1 threads.
  #_CHRONO_#   soit 100000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
1 1020  #_CHRONO_#  1020 ms.  pour 1  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 100000 actions avec 2 threads.
  #_CHRONO_#   soit 50000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
2 777  #_CHRONO_#  777 ms.  pour 2  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99999 actions avec 3 threads.
  #_CHRONO_#   soit 33333 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
3 417  #_CHRONO_#  417 ms.  pour 3  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 100000 actions avec 4 threads.
  #_CHRONO_#   soit 25000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
4 353  #_CHRONO_#  353 ms.  pour 4  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 100000 actions avec 5 threads.
  #_CHRONO_#   soit 20000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
5 356  #_CHRONO_#  356 ms.  pour 5  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99996 actions avec 6 threads.
  #_CHRONO_#   soit 16666 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
6 347  #_CHRONO_#  347 ms.  pour 6  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99995 actions avec 7 threads.
  #_CHRONO_#   soit 14285 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
7 343  #_CHRONO_#  343 ms.  pour 7  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 100000 actions avec 8 threads.
  #_CHRONO_#   soit 12500 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
8 324  #_CHRONO_#  324 ms.  pour 8  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99999 actions avec 9 threads.
  #_CHRONO_#   soit 11111 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
9 323  #_CHRONO_#  323 ms.  pour 9  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 100000 actions avec 10 threads.
  #_CHRONO_#   soit 10000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
10 438  #_CHRONO_#  438 ms.  pour 10  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99990 actions avec 11 threads.
  #_CHRONO_#   soit 9090 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
11 313  #_CHRONO_#  313 ms.  pour 11  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99996 actions avec 12 threads.
  #_CHRONO_#   soit 8333 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
